Dates,EVI_mean,LSWI_mean
2017-04-28,0.26178795900552937,0.3007328612992694
2017-04-29,0.26546477098691323,0.2993308188779794
2017-04-30,0.2691644833305853,0.2979446565738618
2017-05-01,0.2728885556084857,0.29657372513250574
2017-05-02,0.2766384493148211,0.29521690465641104
2017-05-03,0.28041556772888265,0.293872722373801
2017-05-04,0.2842211980943467,0.2925394993313244
2017-05-05,0.288056456299116,0.2912155103138778
2017-05-06,0.29192224004839956,0.2898991191927416
2017-05-07,0.29581920809958145,0.2885888147020553
2017-05-08,0.2997477639434198,0.2872832298636471
2017-05-09,0.3037080401293589,0.2859811633605859
2017-05-10,0.30769989445603335,0.2846815918441087
2017-05-11,0.3117229075324201,0.2833836829779745
2017-05-12,0.31577637740959674,0.2820868128699508
2017-05-13,0.31985931027181597,0.28079058845387744
2017-05-14,0.3239704059445505,0.27949487556419117
2017-05-15,0.32810803669523203,0.27819983368679735
2017-05-16,0.3322702173989794,0.2769059587592271
2017-05-17,0.3364545646354682,0.275614136012643
2017-05-18,0.34065824162815417,0.2743257059550048
2017-05-19,0.3448778852568159,0.27304254861374294
2017-05-20,0.3491095110376193,0.27176719493590124
2017-05-21,0.3533483931330944,0.2705029813782901
2017-05-22,0.3575889222611907,0.26925427709442873
2017-05-23,0.36182446278976865,0.2680268376642979
2017-05-24,0.3660472807255766,0.2668283820258181
2017-05-25,0.370248741145945,0.26566955503054906
2017-05-26,0.37442026985671467,0.2645654508491059
2017-05-27,0.37855617161601496,0.26353764250032014
2017-05-28,0.3826602018711057,0.2626161870953676
2017-05-29,0.38675731332750113,0.2618381036741626
2017-05-30,0.39090297371791616,0.26123058131811216
2017-05-31,0.3956665627209234,0.2610561713936807
2017-06-01,0.4004735714887344,0.260997221321444
2017-06-02,0.4053411576213729,0.26103230415654094
2017-06-03,0.41028524405164835,0.2611403335889835
2017-06-04,0.415317211693064,0.26130355645805314
2017-06-05,0.42044334378721787,0.26151372139407575
2017-06-06,0.42566757766819807,0.26177072765040427
2017-06-07,0.43099136428528656,0.26208105528861764
2017-06-08,0.4364124726962342,0.2624572355276261
2017-06-09,0.4419237309104801,0.26291704586053166
2017-06-10,0.4475123946491048,0.2634824751151781
2017-06-11,0.4531595864110671,0.2641784263566121
2017-06-12,0.4588389322765345,0.2650309262493032
2017-06-13,0.46451381137700515,0.2660639422934164
2017-06-14,0.4701346636749916,0.2672933311089746
2017-06-15,0.47564352424749595,0.26872323706447715
2017-06-16,0.480982889350002,0.2703442901197075
2017-06-17,0.48610747249310743,0.27213358112092445
2017-06-18,0.49099642876866234,0.27405677312244475
2017-06-19,0.49566127725172804,0.27607212598714187
2017-06-20,0.5001447114423756,0.27813562174681467
2017-06-21,0.5045091844087919,0.28020605049310504
2017-06-22,0.5088196682430085,0.28224899250941743
2017-06-23,0.5131273942317401,0.28423934306815
2017-06-24,0.5174603531550483,0.2861626377186736
2017-06-25,0.5218244493062009,0.2880133970390483
2017-06-26,0.526208590871551,0.28979103032161696
2017-06-27,0.530590204243562,0.2914963268769975
2017-06-28,0.5349398317964156,0.2931304386407647
2017-06-29,0.539225791267201,0.29469376548120263
2017-06-30,0.5434170447045398,0.29618599918616584
2017-07-01,0.5474861235918718,0.29760742550123614
2017-07-02,0.5514124664872097,0.2989606011853234
2017-07-03,0.5551811900963404,0.3002516253741545
2017-07-04,0.5587755266794553,0.3014907664529799
2017-07-05,0.5621803821682045,0.30269104013578046
2017-07-06,0.5653872047809564,0.3038666740644793
2017-07-07,0.568397550983705,0.30502930259584127
2017-07-08,0.5712234260586629,0.3061858553374611
2017-07-09,0.573886342667511,0.30733775041188366
2017-07-10,0.576415816459583,0.30848074969344447
2017-07-11,0.5788505109065676,0.3096061351702741
2017-07-12,0.5812367481595592,0.3107014857163544
2017-07-13,0.5836247637523764,0.31175149070321073
2017-07-14,0.5860632321274453,0.312739122082877
2017-07-15,0.5885912281228407,0.3136473350305972
2017-07-16,0.5912265780993594,0.31446160512060095
2017-07-17,0.5939529024614009,0.31517199339628343
2017-07-18,0.5967081629623331,0.3157747354409548
2017-07-19,0.599379528364257,0.3162731685679765
2017-07-20,0.6018104031434331,0.3166776955933468
2017-07-21,0.6038230264096165,0.3170046496109224
2017-07-22,0.60525343395794,0.31727415943174286
2017-07-23,0.6059878361222154,0.3175075373637378
2017-07-24,0.605985581777688,0.31772500846229973
2017-07-25,0.6052779296976423,0.31794299832563283
2017-07-26,0.6039460441859874,0.31817153189889863
2017-07-27,0.6020888189319219,0.3184142946767966
2017-07-28,0.5997935459203337,0.31867566284268933
2017-07-29,0.5971329158866825,0.31896570864323326
2017-07-30,0.5941764771328969,0.31929872288886396
2017-07-31,0.5909639234912194,0.3196940437049308
2017-08-01,0.5875001740346933,0.3201752696593559
2017-08-02,0.5837780744792028,0.3207667779268329
2017-08-03,0.5797942455206486,0.3214899680686249
2017-08-04,0.5755538877391022,0.32236121656264327
2017-08-05,0.5710739949225028,0.32339200480643276
2017-08-06,0.5663801824662656,0.3245885975471438
2017-08-07,0.5614848403844881,0.32594869194371384
2017-08-08,0.5563914783201092,0.3274659173272735
2017-08-09,0.5511045409209335,0.32913189841238355
2017-08-10,0.5456312696695602,0.330936390813289
2017-08-11,0.5399820391857061,0.3328674648087383
2017-08-12,0.5341720325489998,0.3349118607700225
2017-08-13,0.5282251064623967,0.33705556445942164
2017-08-14,0.5221755153323203,0.3392846610863503
2017-08-15,0.5160675397051226,0.341586490630207
2017-08-16,0.5099509940749275,0.3439505404560846
2017-08-17,0.50386977480561,0.34636751051741355
