system:time_start,constant_max,constant_mean,constant_min
"May 11, 2020",0.608,0.239,-0.213
"May 13, 2020",94.545,0.845,-32.5
"May 14, 2020",,,
"May 16, 2020",0.384,0.102,-0.016
"May 19, 2020",,,
"May 21, 2020",0.404,0.24,-0.035
"May 26, 2020",,,
"May 28, 2020",,,
"May 29, 2020",0.722,0.246,0.051
"May 31, 2020",0.517,0.23,-0.013
"Jun 2, 2020",1.043,0.231,-0.061
"Jun 3, 2020",,,
"Jun 8, 2020",,,
"Jun 10, 2020",0.82,0.313,-0.018
"Jun 12, 2020",0.822,0.317,-0.009
"Jun 13, 2020",0.798,0.287,-0.009
"Jun 17, 2020",0.886,0.338,-0.01
"Jun 18, 2020",,,
"Jun 20, 2020",0.868,0.317,-0.005
"Jun 22, 2020",0.891,0.341,-0.002
"Jun 23, 2020",,,
"Jun 25, 2020",0.909,0.333,-0.002
"Jun 27, 2020",0.996,0.299,0.002
"Jun 28, 2020",0.915,0.327,-0.001
"Jun 30, 2020",,,
"Jul 2, 2020",0.941,0.357,-0.001
"Jul 5, 2020",710,0.671,-67.187
"Jul 7, 2020",1.746,0.316,-0.025
"Jul 8, 2020",,,
"Jul 12, 2020",0.647,0.251,-0.037
"Jul 17, 2020",2.957,0.365,-0.035
"Jul 28, 2020",,,
"Aug 1, 2020",2.962,0.413,-0.014
"Aug 4, 2020",1.025,0.365,0.147
"Aug 7, 2020",106,0.114,-577.5
"Aug 9, 2020",0.877,0.332,-0.013
"Aug 11, 2020",5.766,0.276,-74.528
"Aug 14, 2020",12.946,0.358,-9.806
"Aug 16, 2020",0.877,0.345,-0.011
"Aug 17, 2020",0.892,0.326,-0.02
"Aug 19, 2020",0.773,0.304,-0.036
"Aug 21, 2020",0.907,0.344,-0.028
"Aug 22, 2020","7,315",2.322,-108.984
"Aug 24, 2020",0.927,0.344,-0.02
"Aug 26, 2020",1.029,0.261,-0.009
"Aug 27, 2020",0.999,0.287,-0.03
"Aug 29, 2020",,,
"Aug 31, 2020",1.05,0.26,-0.044
"Sep 1, 2020",0.875,0.3,-0.023
"Sep 3, 2020",,,
