system:time_start,constant_max,constant_mean,constant_min
"Mar 23, 2019",0.735,0.143,0.003
"Mar 23, 2019",0.749,0.143,0.008
"Mar 25, 2019",0.436,0.288,0.078
"Mar 25, 2019",0.44,0.288,0.055
"Mar 30, 2019",1.082,0.332,0.073
"Mar 30, 2019",1.151,0.331,0.046
"Apr 2, 2019",0.429,0.281,0.059
"Apr 2, 2019",0.429,0.28,0.076
"Apr 4, 2019",,,
"Apr 4, 2019",,,
"Apr 7, 2019",,,
"Apr 7, 2019",,,
"Apr 12, 2019",,,
"Apr 12, 2019",,,
"Apr 14, 2019",0.768,0.275,0.098
"Apr 14, 2019",0.767,0.268,0.098
"Apr 17, 2019",0.405,0.27,0.074
"Apr 17, 2019",0.395,0.269,0.08
"Apr 22, 2019",0.392,0.275,0.077
"Apr 22, 2019",0.396,0.274,0.087
"Apr 24, 2019",0.43,0.319,0.12
"Apr 24, 2019",0.425,0.312,0.115
"Apr 27, 2019",0.416,0.276,0.076
"Apr 27, 2019",0.398,0.275,0.091
"Apr 29, 2019",,,
"Apr 29, 2019",,,
"May 7, 2019",0.626,0.144,0.004
"May 7, 2019",0.607,0.141,0.006
"May 14, 2019",0.475,0.329,0.183
"May 14, 2019",0.469,0.329,0.179
"May 17, 2019",0.454,0.306,0.169
"May 17, 2019",0.454,0.305,0.156
"May 29, 2019",94.014,0.374,-143.256
"May 29, 2019",33.477,0.334,-136.25
"Jun 3, 2019",,,
"Jun 3, 2019",,,
"Jun 6, 2019",0.783,0.356,0.155
"Jun 6, 2019",0.846,0.354,0.158
"Jun 6, 2019",0.744,0.355,0.161
"Jun 6, 2019",0.847,0.355,0.159
"Jun 8, 2019",0.663,0.372,0.204
"Jun 8, 2019",0.649,0.373,0.195
"Jun 16, 2019",0.651,0.354,0.172
"Jun 16, 2019",0.643,0.353,0.182
"Jun 18, 2019",0.766,0.407,0.076
"Jun 18, 2019",0.753,0.407,0.076
"Jun 21, 2019",0.758,0.576,0.415
"Jun 21, 2019",1.015,0.618,0.421
"Jun 23, 2019",,,
"Jun 23, 2019",,,
"Jun 28, 2019",0.736,0.401,0.222
"Jun 28, 2019",0.739,0.401,0.224
"Jul 1, 2019",80.781,0.317,-305
"Jul 1, 2019",129.545,0.301,-433.571
"Jul 3, 2019",,,
"Jul 3, 2019",,,
"Jul 6, 2019",50.474,0.222,-167.812
"Jul 6, 2019",43.486,0.232,-48.598
"Jul 11, 2019",0.718,0.379,0.177
"Jul 11, 2019",0.71,0.378,0.193
"Jul 13, 2019",0.768,0.239,0.073
"Jul 13, 2019",0.761,0.238,0.068
"Jul 18, 2019",1.258,0.478,0.13
"Jul 18, 2019",1.175,0.475,0.139
"Jul 21, 2019",0.701,0.382,0.207
"Jul 21, 2019",0.698,0.382,0.195
"Jul 23, 2019",60.625,0.223,-251.25
"Jul 23, 2019",340,0.287,-163.333
"Jul 26, 2019",0.797,0.309,0.062
"Jul 26, 2019",0.778,0.309,0.058
"Jul 28, 2019",0.718,0.391,0.215
"Jul 28, 2019",0.707,0.392,0.209
"Aug 2, 2019",0.703,0.386,0.194
"Aug 2, 2019",0.705,0.386,0.199
"Aug 5, 2019",4.325,0.15,-0.012
"Aug 5, 2019",3.767,0.147,-0.028
"Aug 7, 2019",12.165,0.449,0.073
"Aug 7, 2019",15.219,0.448,0.072
"Aug 12, 2019",,,
"Aug 15, 2019",20.077,0.377,-0.055
"Aug 15, 2019",17.926,0.369,-0.044
"Aug 20, 2019",,,
"Aug 20, 2019",,,
"Aug 22, 2019",1.058,0.224,0.022
"Aug 22, 2019",1.07,0.22,0.02
"Aug 25, 2019",0.713,0.177,0.041
"Aug 25, 2019",0.699,0.177,0.043
"Aug 27, 2019",0.653,0.373,0.18
"Aug 27, 2019",0.652,0.374,0.182
"Sep 1, 2019",0.643,0.35,0.158
"Sep 1, 2019",0.651,0.35,0.16
"Sep 4, 2019",0.635,0.349,0.171
"Sep 4, 2019",0.629,0.349,0.159
"Sep 6, 2019",,,
"Sep 6, 2019",,,
"Sep 11, 2019",1.472,0.353,0.05
"Sep 11, 2019",1.622,0.354,0.049
"Sep 14, 2019",,,
"Sep 14, 2019",,,
"Sep 19, 2019",0.955,0.421,0.107
"Sep 19, 2019",0.914,0.42,0.116
"Sep 21, 2019",0.579,0.327,0.134
"Sep 21, 2019",0.584,0.328,0.131
"Sep 24, 2019",,,
"Sep 26, 2019",0.825,0.34,0.14
"Sep 26, 2019",0.707,0.331,0.127
"Oct 1, 2019",0.588,0.316,0.08
"Oct 1, 2019",0.549,0.316,0.086
"Oct 4, 2019",0.504,0.286,0.131
"Oct 4, 2019",0.514,0.289,0.129
"Oct 11, 2019",0.437,0.189,0.07
"Oct 11, 2019",0.923,0.185,0.074
"Oct 19, 2019",,,
"Oct 19, 2019",,,
"Oct 29, 2019",0.601,0.286,0.034
"Oct 29, 2019",0.597,0.286,0.035
"Oct 31, 2019",0.576,0.283,0.039
"Oct 31, 2019",0.577,0.284,0.038
"Nov 3, 2019",0.346,0.157,0.042
"Nov 3, 2019",0.332,0.156,0.047
"Nov 5, 2019",0.71,0.33,0.037
"Nov 5, 2019",0.714,0.331,0.037
"Nov 20, 2019",,,
"Nov 20, 2019",,,
"Nov 23, 2019",,,
"Nov 30, 2019",114,0.458,-34.194
"Nov 30, 2019",113.81,0.4,-13.667
"Dec 5, 2019",14.5,0.408,-12.312
"Dec 5, 2019",50.729,0.4,-18.69
"Jan 4, 2020",0.973,0.38,0.013
"Jan 4, 2020",1.013,0.376,0.005
"Jan 7, 2020",12.804,-3.271,-560
"Jan 19, 2020",0.767,0.308,0.007
"Jan 19, 2020",0.767,0.306,0.001
"Jan 22, 2020",0.76,0.293,-0.009
"Jan 22, 2020",0.769,0.292,0.001
"Jan 24, 2020",0.743,0.322,0.007
"Jan 24, 2020",0.76,0.321,0.01
"Feb 3, 2020",0.677,0.315,0.027
"Feb 3, 2020",0.683,0.313,0.022
"Feb 6, 2020",1.116,0.226,-0.015
"Feb 6, 2020",0.769,0.224,-0
"Feb 11, 2020",1.237,0.183,0.029
"Feb 11, 2020",1.149,0.177,0.032
"Feb 13, 2020",0.593,0.288,0.029
"Feb 13, 2020",0.614,0.287,0.035
"Feb 21, 2020",0.511,0.253,0.037
"Feb 21, 2020",0.503,0.254,0.037
"Feb 23, 2020",,,
"Feb 23, 2020",,,
"Feb 26, 2020",0.374,0.232,0.085
"Feb 26, 2020",0.373,0.23,0.084
"Feb 28, 2020",0.523,0.279,0.046
"Feb 28, 2020",0.521,0.279,0.047
"Mar 9, 2020",,,
"Mar 9, 2020",,,
"Mar 14, 2020",0.494,0.294,0.051
"Mar 14, 2020",0.494,0.295,0.06
"Mar 19, 2020",0.458,0.275,0.047
"Mar 19, 2020",0.448,0.275,0.054
"Mar 22, 2020",0.437,0.269,0.055
"Mar 22, 2020",0.433,0.269,0.053
"Mar 27, 2020",0.359,0.2,0.071
"Mar 27, 2020",0.384,0.2,0.074
"Mar 29, 2020",0.421,0.264,0.071
"Mar 29, 2020",0.424,0.265,0.074
"Apr 1, 2020",0.387,0.229,0.054
"Apr 1, 2020",0.413,0.228,0.062
"Apr 3, 2020",0.459,0.339,0.219
"Apr 3, 2020",0.438,0.332,0.191
"Apr 6, 2020",0.44,0.288,0.091
"Apr 6, 2020",0.45,0.288,0.097
"Apr 11, 2020",0.411,0.289,0.12
"Apr 11, 2020",0.408,0.288,0.109
"Apr 13, 2020",0.617,0.334,0.176
"Apr 16, 2020",0.434,0.29,0.087
"Apr 16, 2020",0.44,0.29,0.096
"Apr 18, 2020",0.551,0.189,0.102
"Apr 18, 2020",0.619,0.182,0.08
"Apr 21, 2020",0.4,0.261,0.071
"Apr 21, 2020",0.397,0.26,0.066
"Apr 23, 2020",0.434,0.287,0.071
"Apr 23, 2020",0.431,0.287,0.067
"Apr 26, 2020",7.375,0.33,0.07
"Apr 26, 2020",4.14,0.303,0.068
"Apr 26, 2020",1.065,0.32,0.1
"Apr 26, 2020",0.959,0.313,0.1
"May 3, 2020",,,
"May 3, 2020",,,
"May 8, 2020",,,
"May 8, 2020",,,
"May 11, 2020",0.483,0.31,0.101
"May 11, 2020",0.486,0.31,0.097
"May 16, 2020",,,
"May 16, 2020",,,
"May 18, 2020",0.451,0.266,0.049
"May 18, 2020",0.438,0.265,0.046
"May 21, 2020",0.464,0.193,0.023
"May 21, 2020",0.468,0.192,0.023
"May 26, 2020",1.691,0.256,0.005
"May 26, 2020",1.803,0.255,-0.003
"May 28, 2020",,,
"May 31, 2020",0.522,0.307,0.108
"May 31, 2020",0.52,0.306,0.11
"Jun 2, 2020",0.562,0.332,0.12
"Jun 2, 2020",0.563,0.333,0.121
"Jun 5, 2020",260.227,0.443,-238.462
"Jun 5, 2020",85.942,0.445,-112.833
"Jun 7, 2020",,,
"Jun 7, 2020",,,
"Jun 10, 2020",0.611,0.331,0.111
"Jun 10, 2020",0.607,0.33,0.114
"Jun 12, 2020",0.62,0.36,0.132
"Jun 12, 2020",0.62,0.36,0.133
"Jun 15, 2020",0.658,0.345,0.113
"Jun 15, 2020",0.653,0.345,0.11
"Jun 20, 2020",218.571,0.516,-227
"Jun 20, 2020",367.5,0.347,"-1,865"
"Jun 22, 2020",0.687,0.37,0.128
"Jun 22, 2020",0.688,0.37,0.127
"Jun 25, 2020",0.703,0.364,0.131
"Jun 25, 2020",0.705,0.364,0.131
"Jun 27, 2020",0.736,0.376,0.125
"Jun 27, 2020",0.726,0.376,0.127
"Jul 2, 2020",585,0.012,-145
"Jul 2, 2020",48.333,-0.218,-75.313
"Jul 7, 2020",,,
"Jul 7, 2020",,,
"Jul 10, 2020",,,
"Jul 10, 2020",,,
"Jul 12, 2020",,,
"Jul 12, 2020",,,
"Jul 17, 2020",,,
"Jul 17, 2020",,,
"Jul 20, 2020",,,
"Jul 22, 2020",3.11,0.531,0.13
"Jul 22, 2020",2.966,0.528,0.121
"Jul 25, 2020",0.87,0.364,0.032
"Jul 25, 2020",0.829,0.363,0.03
"Jul 27, 2020",,,
"Jul 27, 2020",,,
"Jul 30, 2020",,,
"Jul 30, 2020",,,
"Aug 1, 2020",0.957,0.405,0.157
"Aug 1, 2020",0.947,0.405,0.151
"Aug 1, 2020",0.934,0.405,0.159
"Aug 1, 2020",0.945,0.406,0.152
"Aug 4, 2020",,,
"Aug 4, 2020",,,
"Aug 9, 2020",0.689,0.361,0.105
"Aug 9, 2020",0.693,0.36,0.103
"Aug 11, 2020",0.698,0.387,0.146
"Aug 11, 2020",0.694,0.387,0.144
"Aug 14, 2020",0.68,0.362,0.106
"Aug 14, 2020",0.685,0.362,0.107
"Aug 16, 2020",1.163,0.382,0.007
"Aug 16, 2020",1.046,0.4,0.058
"Aug 19, 2020",0.652,0.357,0.107
"Aug 19, 2020",0.652,0.356,0.097
"Aug 21, 2020",112.738,0.3,-20.424
"Aug 21, 2020",84.623,0.288,-63.662
"Aug 24, 2020",5.21,0.415,-15.404
"Aug 24, 2020",7.536,0.405,-19.963
"Aug 26, 2020",,,
"Aug 26, 2020",,,
"Aug 31, 2020",,,
"Sep 5, 2020",0.693,0.386,0.115
"Sep 5, 2020",0.695,0.387,0.115
"Sep 8, 2020",,,
"Sep 8, 2020",,,
"Sep 10, 2020",0.648,0.356,0.067
"Sep 10, 2020",0.642,0.357,0.071
"Sep 13, 2020",0.616,0.341,0.077
"Sep 13, 2020",0.615,0.34,0.076
"Sep 18, 2020",0.578,0.319,0.077
"Sep 18, 2020",0.577,0.319,0.069
"Sep 18, 2020",0.579,0.319,0.075
"Sep 18, 2020",0.58,0.319,0.07
"Sep 23, 2020",0.564,0.32,0.098
"Sep 23, 2020",0.568,0.32,0.096
"Sep 25, 2020",54.533,0.336,-40.6
"Sep 25, 2020",38.416,0.3,-176.111
"Sep 28, 2020",,,
"Sep 30, 2020",92.115,0.268,-18.552
"Sep 30, 2020",,,
"Oct 8, 2020",19.492,0.087,-208.333
"Oct 8, 2020",73.145,0.084,-168.478
"Oct 13, 2020",0.368,0.176,0.064
"Oct 13, 2020",0.333,0.174,0.057
