lambdaGPP_default,radZero_default,lambdaGPP_morr,radZero_morr,lambdaGPP_graddec,radZero_graddec,lambdaGPP_graddec_1,radZero_graddec_1,lambdaGPP_diffev,radZero_diffev,lambdaGPP_ls,radZero_ls
0.22577703,275.4595,0.33,230.0,0.2874536705865461,275.4593091738578,0.3257770299836363,226.93210353125338,0.32577703,225.4595,0.37964182239401323,178.86669873503328
