alpha_default,beta_default,lambdaGPP_default,radZero_default,alpha_morr,beta_morr,lambdaGPP_morr,radZero_morr,alpha_graddec,beta_graddec,lambdaGPP_graddec,radZero_graddec,alpha_diffev,beta_diffev,lambdaGPP_diffev,radZero_diffev,alpha_ls,beta_ls,lambdaGPP_ls,radZero_ls
0.28773167,-1.09316696,0.22577703,275.4595,0.3,0.24,0.33,230.0,0.4721586772663604,-1.0418577234534103,0.329455747494912,275.3947516163868,0.3840476756868573,-0.09316696000000002,0.32577703,263.84444234307387,0.4012388256130562,-0.0568425653997067,0.3963570344499441,203.4233695304764
