alpha_default,beta_default,alpha_morr,beta_morr,alpha_graddec,beta_graddec,alpha_diffev,beta_diffev,alpha_ls,beta_ls
0.28773167,-1.09316696,0.3,0.24,0.414607,-0.957545,0.351113,-0.093167,0.329842,0.197122
