lambdaGPP_default,radZero_default,lambdaGPP_morr,radZero_morr,lambdaGPP_graddec,radZero_graddec,lambdaGPP_graddec_1,radZero_graddec_1,lambdaGPP_diffev,radZero_diffev,lambdaGPP_ls,radZero_ls
0.22577703,275.4595,0.33,230.0,0.3216949546649842,229.99983051379584,0.34526611296048026,205.00000000752576,0.3466053653780298,205.0,0.37964146272758487,178.866948727427
