alpha_default,beta_default,lambdaGPP_default,radZero_default,alpha_morr,beta_morr,lambdaGPP_morr,radZero_morr,alpha_graddec,beta_graddec,lambdaGPP_graddec,radZero_graddec,alpha_diffev,beta_diffev,lambdaGPP_diffev,radZero_diffev,alpha_ls,beta_ls,lambdaGPP_ls,radZero_ls
0.28773167,-1.09316696,0.22577703,275.4595,0.3,0.24,0.33,230.0,0.36902401491918063,0.24560746266145322,0.36043664330651115,230.01439383662336,0.39555232390400724,-0.09824306352861084,0.34639181416808795,247.00191651923816,0.4012393321635529,-0.056837709366717594,0.39636269528897483,203.4192600812539
