alpha_default,beta_default,alpha_morr,beta_morr,alpha_graddec,beta_graddec,alpha_diffev,beta_diffev,alpha_ls,beta_ls
0.28773167,-1.09316696,0.3,0.24,0.33376125674034884,0.23057378831317882,0.3417981515651903,0.12228912479391187,0.3417973638845847,0.12230078196096592
